Date,Open,High,Low,Close,Adj Close,Volume
01/04/2016,108.779999,110,108.199997,109.989998,103.340347,25874000
04/04/2016,110.419998,112.190002,110.269997,111.120003,104.402031,37356200
05/04/2016,109.510002,110.730003,109.419998,109.809998,103.171249,26578700
06/04/2016,110.230003,110.980003,109.199997,110.959999,104.251701,26404100
07/04/2016,109.949997,110.419998,108.120003,108.540001,101.978004,31801900
08/04/2016,108.910004,109.769997,108.169998,108.660004,102.090752,23581700
11/04/2016,108.970001,110.610001,108.830002,109.019997,102.428986,29407500
12/04/2016,109.339996,110.5,108.660004,110.440002,103.763138,27232300
13/04/2016,110.800003,112.339996,110.800003,112.040001,105.266418,33257300
14/04/2016,111.620003,112.389999,111.330002,112.099998,105.322792,25473900
15/04/2016,112.110001,112.300003,109.730003,109.849998,103.208817,46939000
18/04/2016,108.889999,108.949997,106.940002,107.480003,100.982109,60821500
19/04/2016,107.879997,108,106.230003,106.910004,100.446556,32384900
20/04/2016,106.639999,108.089996,106.059998,107.129997,100.653252,30611000
21/04/2016,106.93,106.93,105.519997,105.970001,99.563393,31552500
22/04/2016,105.010002,106.480003,104.620003,105.68,99.290916,33683100
25/04/2016,105,105.650002,104.510002,105.080002,98.727196,28031600
26/04/2016,103.910004,105.300003,103.910004,104.349998,98.041336,56016200
27/04/2016,96,98.709999,95.68,97.82,91.906113,114602100
28/04/2016,97.610001,97.879997,94.25,94.830002,89.096878,82242700
29/04/2016,93.989998,94.720001,92.510002,93.739998,88.072762,68531500
02/05/2016,93.970001,94.080002,92.400002,93.639999,87.978806,48160100
03/05/2016,94.199997,95.739998,93.68,95.18,89.425705,56831300
04/05/2016,95.199997,95.900002,93.82,94.190002,88.495567,41025500
05/05/2016,94,94.07,92.68,93.239998,88.136368,35890500
06/05/2016,93.370003,93.449997,91.849998,92.720001,87.644852,43699900
09/05/2016,93,93.769997,92.589996,92.790001,87.711006,32936400
10/05/2016,93.330002,93.57,92.110001,93.419998,88.306511,33686800
11/05/2016,93.480003,93.57,92.459999,92.510002,87.446327,28719100
12/05/2016,92.720001,92.779999,89.470001,90.339996,85.395096,76314700
13/05/2016,90,91.669998,90,90.519997,85.565239,44392800
16/05/2016,92.389999,94.389999,91.650002,93.879997,88.741341,61259800
17/05/2016,94.550003,94.699997,93.010002,93.489998,88.372688,46916900
18/05/2016,94.160004,95.209999,93.889999,94.559998,89.384109,42062400
19/05/2016,94.639999,94.639999,93.57,94.199997,89.043816,30442100
20/05/2016,94.639999,95.43,94.519997,95.220001,90.007996,32026000
23/05/2016,95.870003,97.190002,95.669998,96.43,91.151764,38018600
24/05/2016,97.220001,98.089996,96.839996,97.900002,92.541298,35140200
25/05/2016,98.669998,99.739998,98.110001,99.620003,94.167145,38168800
26/05/2016,99.68,100.730003,98.639999,100.410004,94.91391,56331200
27/05/2016,99.440002,100.470001,99.25,100.349998,94.857185,36341200
31/05/2016,99.599998,100.400002,98.82,99.860001,94.39402,42307200
01/06/2016,99.019997,99.540001,98.330002,98.459999,93.070633,29173300
02/06/2016,97.599998,97.839996,96.629997,97.720001,92.371155,40191600
03/06/2016,97.790001,98.269997,97.449997,97.919998,92.560196,28504900
06/06/2016,97.989998,101.889999,97.550003,98.629997,93.231331,23292500
07/06/2016,99.25,99.870003,98.959999,99.029999,93.609444,22409500
08/06/2016,99.019997,99.559998,98.68,98.940002,93.524368,20848100
09/06/2016,98.5,99.989998,98.459999,99.650002,94.195511,26601400
10/06/2016,98.529999,99.349998,98.480003,98.830002,93.420403,31712900
13/06/2016,98.690002,99.120003,97.099998,97.339996,92.01194,38020500
14/06/2016,97.32,98.480003,96.75,97.459999,92.125389,31931900
15/06/2016,97.82,98.410004,97.029999,97.139999,91.822899,29445200
16/06/2016,96.449997,97.75,96.07,97.550003,92.210464,31326800
17/06/2016,96.620003,96.650002,95.300003,95.330002,90.111977,61008200
20/06/2016,96,96.57,95.029999,95.099998,89.894562,34411900
21/06/2016,94.940002,96.349998,94.68,95.910004,90.660217,35546400
22/06/2016,96.25,96.889999,95.349998,95.550003,90.319923,29219100
23/06/2016,95.940002,96.290001,95.25,96.099998,90.839828,32240200
24/06/2016,92.910004,94.660004,92.650002,93.400002,88.287621,75311400
27/06/2016,93,93.050003,91.5,92.040001,87.002052,45489600
28/06/2016,92.900002,93.660004,92.139999,93.589996,88.467209,40444900
29/06/2016,93.970001,94.550003,93.629997,94.400002,89.232864,36531000
30/06/2016,94.440002,95.769997,94.300003,95.599998,90.367195,35836400
01/07/2016,95.489998,96.470001,95.330002,95.889999,90.641319,26026500
05/07/2016,95.389999,95.400002,94.459999,94.989998,89.790573,27705200
06/07/2016,94.599998,95.660004,94.370003,95.529999,90.301018,30949100
07/07/2016,95.699997,96.5,95.620003,95.940002,90.688583,25139600
08/07/2016,96.489998,96.889999,96.050003,96.68,91.388084,28912100
11/07/2016,96.75,97.650002,96.730003,96.980003,91.671654,23794900
12/07/2016,97.169998,97.699997,97.120003,97.419998,92.087578,24167500
13/07/2016,97.410004,97.669998,96.839996,96.870003,91.56768,25892200
14/07/2016,97.389999,98.989998,97.32,98.790001,93.382576,38919000
15/07/2016,98.919998,99.300003,98.5,98.779999,93.373138,30137000
18/07/2016,98.699997,100.129997,98.599998,99.830002,94.365654,36493900
19/07/2016,99.559998,100,99.339996,99.870003,94.403473,23779900
20/07/2016,100,100.459999,99.739998,99.959999,94.488556,26276000
21/07/2016,99.830002,101,99.129997,99.43,93.987556,32702000
22/07/2016,99.260002,99.300003,98.309998,98.660004,93.259705,28313700
25/07/2016,98.25,98.839996,96.919998,97.339996,92.01194,40382900
26/07/2016,96.82,97.970001,96.419998,96.669998,91.378624,56239800
27/07/2016,104.269997,104.349998,102.75,102.949997,97.314865,92344800
28/07/2016,102.830002,104.449997,102.82,104.339996,98.628769,39869800
29/07/2016,104.190002,104.550003,103.68,104.209999,98.50592,27733700
01/08/2016,104.410004,106.150002,104.410004,106.050003,100.245193,38167900
02/08/2016,106.050003,106.07,104,104.480003,98.761139,33816600
03/08/2016,104.809998,105.839996,104.769997,105.790001,99.999428,30202600
04/08/2016,105.580002,106,105.279999,105.870003,100.617188,27408700
05/08/2016,106.269997,107.650002,106.18,107.480003,102.147301,40553400
08/08/2016,107.519997,108.370003,107.160004,108.370003,102.993134,28037200
09/08/2016,108.230003,108.940002,108.010002,108.809998,103.411293,26315200
10/08/2016,108.709999,108.900002,107.760002,108,102.641495,24008500
11/08/2016,108.519997,108.93,107.849998,107.93,102.574959,27484500
12/08/2016,107.779999,108.440002,107.779999,108.18,102.812553,18660400
15/08/2016,108.139999,109.540001,108.080002,109.480003,104.048073,25868200
16/08/2016,109.629997,110.230003,109.209999,109.379997,103.953026,33794400
17/08/2016,109.099998,109.370003,108.339996,109.220001,103.800949,25356000
18/08/2016,109.230003,109.599998,109.019997,109.080002,103.667908,21984700
19/08/2016,108.769997,109.690002,108.360001,109.360001,103.934013,25368100
22/08/2016,108.860001,109.099998,107.849998,108.510002,103.126198,25820200
23/08/2016,108.589996,109.32,108.529999,108.849998,103.449318,21257700
24/08/2016,108.57,108.75,107.68,108.029999,102.670006,23675100
25/08/2016,107.389999,107.879997,106.68,107.57,102.232841,25086200
26/08/2016,107.410004,107.949997,106.309998,106.940002,101.634079,27766300
29/08/2016,106.620003,107.440002,106.290001,106.82,101.520035,24970300
30/08/2016,105.800003,106.5,105.5,106,100.740738,24863900
31/08/2016,105.660004,106.57,105.639999,106.099998,100.835762,29662400
01/09/2016,106.139999,106.800003,105.620003,106.730003,101.434509,26701500
02/09/2016,107.699997,108,106.82,107.730003,102.384895,26802500
06/09/2016,107.900002,108.300003,107.510002,107.699997,102.356369,26880400
07/09/2016,107.830002,108.760002,107.07,108.360001,102.983627,42364300
08/09/2016,107.25,107.269997,105.239998,105.519997,100.284531,53002000
09/09/2016,104.639999,105.720001,103.129997,103.129997,98.013115,46557000
12/09/2016,102.650002,105.720001,102.529999,105.440002,100.208519,45292800
13/09/2016,107.510002,108.790001,107.239998,107.949997,102.593964,62176200
14/09/2016,108.730003,113.029999,108.599998,111.769997,106.224449,110888700
15/09/2016,113.860001,115.730003,113.489998,115.57,109.835899,89983600
16/09/2016,115.120003,116.129997,114.040001,114.919998,109.218155,79886900
19/09/2016,115.190002,116.18,113.25,113.580002,107.944641,47023000
20/09/2016,113.050003,114.120003,112.510002,113.57,107.935127,34514300
21/09/2016,113.849998,113.989998,112.440002,113.550003,107.916115,36003200
22/09/2016,114.349998,114.940002,114,114.620003,108.933044,31074000
23/09/2016,114.419998,114.790001,111.550003,112.709999,107.117805,52481200
26/09/2016,111.639999,113.389999,111.550003,112.879997,107.279366,29869400
27/09/2016,113,113.18,112.339996,113.089996,107.478943,24607400
28/09/2016,113.690002,114.639999,113.43,113.949997,108.29628,29641100
29/09/2016,113.160004,113.800003,111.800003,112.18,106.614113,35887000
30/09/2016,112.459999,113.370003,111.800003,113.050003,107.440933,36379100
03/10/2016,112.709999,113.050003,112.279999,112.519997,106.93721,21701800
04/10/2016,113.059998,114.309998,112.629997,113,107.39341,29736800
05/10/2016,113.400002,113.660004,112.690002,113.050003,107.440933,21453100
06/10/2016,113.699997,114.339996,113.129997,113.889999,108.23925,28779300
07/10/2016,114.309998,114.559998,113.510002,114.059998,108.400818,24358400
10/10/2016,115.019997,116.75,114.720001,116.050003,110.292084,36236000
11/10/2016,117.699997,118.690002,116.199997,116.300003,110.529694,64041000
12/10/2016,117.349998,117.980003,116.75,117.339996,111.518074,37586800
13/10/2016,116.790001,117.440002,115.720001,116.980003,111.175941,35192400
14/10/2016,117.879997,118.169998,117.129997,117.629997,111.793686,35652200
17/10/2016,117.330002,117.839996,116.779999,117.550003,111.717659,23624900
18/10/2016,118.18,118.209999,117.449997,117.470001,111.641632,24553500
19/10/2016,117.25,117.760002,113.800003,117.120003,111.309006,20034600
20/10/2016,116.860001,117.379997,116.330002,117.059998,111.251968,24125800
21/10/2016,116.809998,116.910004,116.279999,116.599998,110.814804,23192700
24/10/2016,117.099998,117.739998,117,117.650002,111.812714,23538700
25/10/2016,117.949997,118.360001,117.309998,118.25,112.382919,48129000
26/10/2016,114.309998,115.699997,113.309998,115.589996,109.854904,66134200
27/10/2016,115.389999,115.860001,114.099998,114.480003,108.79998,34562000
28/10/2016,113.870003,115.209999,113.449997,113.720001,108.077698,37861700
31/10/2016,113.650002,114.230003,113.199997,113.540001,107.906609,26419400
01/11/2016,113.459999,113.769997,110.529999,111.489998,105.958328,43825800
02/11/2016,111.400002,112.349998,111.230003,111.589996,106.05336,28331700
03/11/2016,110.980003,111.459999,109.550003,109.830002,104.916626,26932600
04/11/2016,108.529999,110.25,108.110001,108.839996,103.970886,30837000
07/11/2016,110.080002,110.510002,109.459999,110.410004,105.470665,32560000
08/11/2016,110.309998,111.720001,109.699997,111.059998,106.091583,24254200
09/11/2016,109.879997,111.32,108.050003,110.879997,105.91964,59176400
10/11/2016,111.089996,111.089996,105.830002,107.790001,102.96788,57134500
11/11/2016,107.120003,108.870003,106.550003,108.43,103.579254,34143900
14/11/2016,107.709999,107.809998,104.080002,105.709999,100.980919,51175500
15/11/2016,106.57,107.68,106.160004,107.110001,102.318291,32264500
16/11/2016,106.699997,110.230003,106.599998,109.989998,105.06945,58840500
17/11/2016,109.809998,110.349998,108.830002,109.949997,105.031227,27632000
18/11/2016,109.720001,110.540001,109.660004,110.059998,105.136322,28428900
21/11/2016,110.120003,111.989998,110.010002,111.730003,106.731606,29264600
22/11/2016,111.949997,112.419998,111.400002,111.800003,106.798477,25965500
23/11/2016,111.360001,111.510002,110.330002,111.230003,106.253975,27426400
25/11/2016,111.129997,111.870003,110.949997,111.790001,106.788933,11475900
28/11/2016,111.43,112.470001,111.389999,111.57,106.578766,27194000
29/11/2016,110.779999,112.029999,110.07,111.459999,106.473701,28528800
30/11/2016,111.599998,112.199997,110.269997,110.519997,105.575737,36162300
01/12/2016,110.370003,110.940002,109.029999,109.489998,104.591812,37086900
02/12/2016,109.169998,110.089996,108.849998,109.900002,104.983475,26528000
05/12/2016,110,110.029999,108.25,109.110001,104.228821,34324500
06/12/2016,109.5,110.360001,109.190002,109.949997,105.031227,26195500
07/12/2016,109.260002,111.190002,109.160004,111.029999,106.062927,29998700
08/12/2016,110.860001,112.43,110.599998,112.120003,107.104172,27068300
09/12/2016,112.309998,114.699997,112.309998,113.949997,108.852295,34402600
12/12/2016,113.290001,115,112.489998,113.300003,108.231384,26374400
13/12/2016,113.839996,115.919998,113.75,115.190002,110.036827,43733800
14/12/2016,115.040001,116.199997,114.980003,115.190002,110.036827,34031800
15/12/2016,115.379997,116.730003,115.230003,115.82,110.638626,46524500
16/12/2016,116.470001,116.5,115.650002,115.970001,110.781929,44351100
19/12/2016,115.800003,117.379997,115.75,116.639999,111.421944,27779400
20/12/2016,116.739998,117.5,116.68,116.949997,111.718086,21425000
21/12/2016,116.800003,117.400002,116.779999,117.059998,111.823174,23783200
22/12/2016,116.349998,116.510002,115.639999,116.290001,111.087608,26085900
23/12/2016,115.589996,116.519997,115.589996,116.519997,111.30732,14249500
27/12/2016,116.519997,117.800003,116.489998,117.260002,112.014214,18296900
28/12/2016,117.519997,118.019997,116.199997,116.760002,111.536598,20905900
29/12/2016,116.449997,117.110001,116.400002,116.730003,111.507927,15039500
30/12/2016,116.650002,117.199997,115.43,115.82,110.638626,30586300
03/01/2017,115.800003,116.330002,114.760002,116.150002,110.953873,28781900
04/01/2017,115.849998,116.510002,115.75,116.019997,110.829704,21118100
05/01/2017,115.919998,116.860001,115.809998,116.610001,111.393303,22193600
06/01/2017,116.779999,118.160004,116.470001,117.910004,112.635139,31751900
09/01/2017,117.949997,119.43,117.940002,118.989998,113.666824,33561900
10/01/2017,118.769997,119.379997,118.300003,119.110001,113.781464,24462100
11/01/2017,118.739998,119.93,118.599998,119.75,114.392822,27588600
12/01/2017,118.900002,119.300003,118.209999,119.25,113.915184,27086200
13/01/2017,119.110001,119.620003,118.809998,119.040001,113.714584,26111900
17/01/2017,118.339996,120.239998,118.220001,120,114.631653,34439800
18/01/2017,120,120.5,119.709999,119.989998,114.622086,23713000
19/01/2017,119.400002,120.089996,119.370003,119.779999,114.421486,25597300
20/01/2017,120.449997,120.449997,119.730003,120,114.631653,32597900
23/01/2017,120,120.809998,119.769997,120.080002,114.708061,22050200
24/01/2017,119.550003,120.099998,119.5,119.970001,114.602982,23211000
25/01/2017,120.419998,122.099998,120.279999,121.879997,116.427536,32377600
26/01/2017,121.669998,122.440002,121.599998,121.940002,116.484856,26337600
27/01/2017,122.139999,122.349998,121.599998,121.949997,116.494415,20562900
30/01/2017,120.93,121.629997,120.660004,121.629997,116.188705,30377500
31/01/2017,121.150002,121.389999,120.620003,121.349998,115.921227,49201000
01/02/2017,127.029999,130.490005,127.010002,128.75,122.990189,111985000
02/02/2017,127.980003,129.389999,127.779999,128.529999,122.780045,33710400
03/02/2017,128.309998,129.190002,128.160004,129.080002,123.305435,24507300
06/02/2017,129.130005,130.5,128.899994,130.289993,124.461311,26845900
07/02/2017,130.539993,132.089996,130.449997,131.529999,125.645805,38183800
08/02/2017,131.350006,132.220001,131.220001,132.039993,126.133018,23004100
09/02/2017,131.649994,132.449997,131.119995,132.419998,127.044449,28349900
10/02/2017,132.460007,132.940002,132.050003,132.119995,126.756615,20065500
13/02/2017,133.080002,133.820007,132.75,133.289993,127.879105,23035400
14/02/2017,133.470001,135.089996,133.25,135.020004,129.53891,33226200
15/02/2017,135.520004,136.270004,134.619995,135.509995,130.009018,35623100
16/02/2017,135.669998,135.899994,134.839996,135.350006,129.855499,22584600
17/02/2017,135.100006,135.830002,135.100006,135.720001,130.210526,22198200
21/02/2017,136.229996,136.75,135.979996,136.699997,131.150726,24507200
22/02/2017,136.429993,137.119995,136.110001,137.110001,131.544052,20836900
23/02/2017,137.380005,137.479996,136.300003,136.529999,130.98761,20788200
24/02/2017,135.910004,136.660004,135.279999,136.660004,131.11235,21776600
27/02/2017,137.139999,137.440002,136.279999,136.929993,131.371368,20257400
28/02/2017,137.080002,137.440002,136.699997,136.990005,131.428955,23482900
01/03/2017,137.889999,140.149994,137.600006,139.789993,134.11528,36414600
02/03/2017,140,140.279999,138.759995,138.960007,133.318939,26211000
03/03/2017,138.779999,139.830002,138.589996,139.779999,134.105652,21108100
06/03/2017,139.369995,139.770004,138.600006,139.339996,133.683517,21750000
07/03/2017,139.059998,139.979996,138.789993,139.520004,133.856232,17446300
08/03/2017,138.949997,139.800003,138.820007,139,133.357315,18707200
09/03/2017,138.740005,138.789993,137.050003,138.679993,133.050323,22155900
10/03/2017,139.25,139.360001,138.639999,139.139999,133.491669,19612800
13/03/2017,138.850006,139.429993,138.820007,139.199997,133.549194,17421700
14/03/2017,139.300003,139.649994,138.839996,138.990005,133.347763,15309100
15/03/2017,139.410004,140.75,139.029999,140.460007,134.758087,25691800
16/03/2017,140.720001,141.020004,140.259995,140.690002,134.978714,19232000
17/03/2017,141,141,139.889999,139.990005,134.307159,43885000
20/03/2017,140.399994,141.5,140.229996,141.460007,135.717484,21542000
21/03/2017,142.110001,142.800003,139.729996,139.839996,134.163223,39529900
22/03/2017,139.850006,141.600006,139.759995,141.419998,135.679092,25860200
23/03/2017,141.259995,141.580002,140.610001,140.919998,135.199371,20346300
24/03/2017,141.5,141.740005,140.350006,140.639999,134.930756,22395600
27/03/2017,139.389999,141.220001,138.619995,140.880005,135.161026,23575100
28/03/2017,140.910004,144.039993,140.619995,143.800003,137.962479,33374800
29/03/2017,143.679993,144.490005,143.190002,144.119995,138.269485,29190000
30/03/2017,144.190002,144.5,143.5,143.929993,138.087189,21207300
31/03/2017,143.720001,144.270004,143.009995,143.660004,137.828171,19661700
03/04/2017,143.710007,144.119995,143.050003,143.699997,137.866547,19985700
04/04/2017,143.25,144.889999,143.169998,144.770004,138.893127,19891400
05/04/2017,144.220001,145.460007,143.809998,144.020004,138.173553,27717900
06/04/2017,144.289993,144.520004,143.449997,143.660004,137.828171,21149000
07/04/2017,143.729996,144.179993,143.270004,143.339996,137.521149,16672200
10/04/2017,143.600006,143.880005,142.899994,143.169998,137.358063,18933400
11/04/2017,142.940002,143.350006,140.059998,141.630005,135.880585,30379400
12/04/2017,141.600006,142.149994,141.009995,141.800003,136.043655,20350000
13/04/2017,141.910004,142.380005,141.050003,141.050003,135.324158,17822900
17/04/2017,141.479996,141.880005,140.869995,141.830002,136.072449,16582100
18/04/2017,141.410004,142.039993,141.110001,141.199997,135.468033,14697500
19/04/2017,141.880005,142,140.449997,140.679993,134.969116,17328400
20/04/2017,141.220001,142.919998,141.160004,142.440002,136.657715,23319600
21/04/2017,142.440002,142.679993,141.850006,142.270004,136.494598,17320900
24/04/2017,143.5,143.949997,143.179993,143.639999,137.809006,17134300
25/04/2017,143.910004,144.899994,143.869995,144.529999,138.662857,18871500
26/04/2017,144.470001,144.600006,143.380005,143.679993,137.847351,20041200
27/04/2017,143.919998,144.160004,143.309998,143.789993,137.952866,14246300
28/04/2017,144.089996,144.300003,143.270004,143.649994,137.818558,20860400
01/05/2017,145.100006,147.199997,144.960007,146.580002,140.629639,33602900
02/05/2017,147.539993,148.089996,146.839996,147.509995,141.521896,45352200
03/05/2017,145.589996,147.490005,144.270004,147.059998,141.090149,45697000
04/05/2017,146.520004,147.139999,145.809998,146.529999,140.58165,23371900
05/05/2017,146.759995,148.979996,146.759995,148.960007,142.91301,27327700
08/05/2017,149.029999,153.699997,149.029999,153.009995,146.798615,48752400
09/05/2017,153.869995,154.880005,153.449997,153.990005,147.7388,39130400
10/05/2017,153.630005,153.940002,152.110001,153.259995,147.038467,25805700
11/05/2017,152.449997,154.070007,152.309998,153.949997,148.310089,27255100
12/05/2017,154.699997,156.419998,154.669998,156.100006,150.381317,32527000
15/05/2017,156.009995,156.649994,155.050003,155.699997,149.995987,26009700
16/05/2017,155.940002,156.059998,154.720001,155.470001,149.774414,20048500
17/05/2017,153.600006,154.570007,149.710007,150.25,144.745636,50767700
18/05/2017,151.270004,153.339996,151.130005,152.539993,146.951736,33568200
19/05/2017,153.380005,153.979996,152.630005,153.059998,147.452682,26960800
22/05/2017,154,154.580002,152.910004,153.990005,148.348648,22966400
23/05/2017,154.899994,154.899994,153.309998,153.800003,148.165573,19918900
24/05/2017,153.839996,154.169998,152.669998,153.339996,147.722443,19178000
25/05/2017,153.729996,154.350006,153.029999,153.869995,148.232986,19235600
26/05/2017,154,154.240005,153.309998,153.610001,147.982559,21927600
30/05/2017,153.419998,154.429993,153.330002,153.669998,148.040359,20126900
31/05/2017,153.970001,154.169998,152.380005,152.759995,147.163681,24451200
01/06/2017,153.169998,153.330002,152.220001,153.179993,147.568298,16404100
02/06/2017,153.580002,155.449997,152.889999,155.449997,149.755157,27770700
05/06/2017,154.339996,154.449997,153.460007,153.929993,148.290817,25331700
06/06/2017,153.899994,155.809998,153.779999,154.449997,148.791779,26624900
07/06/2017,155.020004,155.979996,154.479996,155.369995,149.67807,21069600
08/06/2017,155.25,155.539993,154.399994,154.990005,149.311996,21250800
09/06/2017,155.190002,155.190002,146.020004,148.979996,143.522141,64882700
12/06/2017,145.740005,146.089996,142.509995,145.419998,140.09259,72307300
13/06/2017,147.160004,147.449997,145.149994,146.589996,141.219742,34165400
14/06/2017,147.5,147.5,143.839996,145.160004,139.842133,31531200
15/06/2017,143.320007,144.479996,142.210007,144.289993,139.003952,32165400
16/06/2017,143.779999,144.5,142.199997,142.270004,137.057983,50361100
19/06/2017,143.660004,146.740005,143.660004,146.339996,140.978882,32541400
20/06/2017,146.869995,146.869995,144.940002,145.009995,139.697601,24900100
21/06/2017,145.520004,146.070007,144.610001,145.869995,140.526093,21265800
22/06/2017,145.770004,146.699997,145.119995,145.630005,140.294922,19106300
23/06/2017,145.130005,147.160004,145.110001,146.279999,140.921082,35439400
26/06/2017,147.169998,148.279999,145.380005,145.820007,140.477951,25692400
27/06/2017,145.009995,146.160004,143.619995,143.729996,138.464493,24761900
28/06/2017,144.490005,146.110001,143.160004,145.830002,140.487579,22082400
29/06/2017,144.710007,145.130005,142.279999,143.679993,138.416321,31499400
30/06/2017,144.449997,144.960007,143.779999,144.020004,138.743896,23024100
03/07/2017,144.880005,145.300003,143.100006,143.5,138.242905,14277800
05/07/2017,143.690002,144.789993,142.720001,144.089996,138.81131,21569600
06/07/2017,143.020004,143.5,142.410004,142.729996,137.501144,24128800
07/07/2017,142.899994,144.75,142.899994,144.179993,138.89801,19201700
10/07/2017,144.110001,145.949997,143.369995,145.059998,139.745758,21090600
11/07/2017,144.729996,145.850006,144.380005,145.529999,140.198547,19781800
12/07/2017,145.869995,146.179993,144.820007,145.740005,140.400864,24884500
13/07/2017,145.5,148.490005,145.440002,147.770004,142.356522,25199400
14/07/2017,147.970001,149.330002,147.330002,149.039993,143.579956,20132100
17/07/2017,148.820007,150.899994,148.570007,149.559998,144.080887,23793500
18/07/2017,149.199997,150.130005,148.669998,150.080002,144.581879,17868800
19/07/2017,150.479996,151.419998,149.949997,151.020004,145.487427,20923000
20/07/2017,151.5,151.740005,150.190002,150.339996,144.832336,17243700
21/07/2017,149.990005,150.440002,148.880005,150.270004,144.764908,26252600
24/07/2017,150.580002,152.440002,149.899994,152.089996,146.51825,21493200
25/07/2017,151.800003,153.839996,151.800003,152.740005,147.144424,18853900
26/07/2017,153.350006,153.929993,153.059998,153.460007,147.838058,15781000
27/07/2017,153.75,153.990005,147.300003,150.559998,145.044281,32476300
28/07/2017,149.889999,150.229996,149.190002,149.5,144.023117,17213700
31/07/2017,149.899994,150.330002,148.130005,148.729996,143.281311,19845900
01/08/2017,149.100006,150.220001,148.410004,150.050003,144.552963,35368600
02/08/2017,159.279999,159.75,156.160004,157.139999,151.383224,69936800
03/08/2017,157.050003,157.210007,155.020004,155.570007,149.870743,27097300
04/08/2017,156.070007,157.399994,155.690002,156.389999,150.660721,20559900
07/08/2017,157.059998,158.919998,156.669998,158.809998,152.992065,21870300
08/08/2017,158.600006,161.830002,158.270004,160.080002,154.21553,36205900
09/08/2017,159.259995,161.270004,159.110001,161.059998,155.159607,26131500
10/08/2017,159.899994,160,154.630005,155.320007,150.217499,40804300
11/08/2017,156.600006,158.570007,156.070007,157.479996,152.306549,26257100
14/08/2017,159.320007,160.210007,158.75,159.850006,154.598694,22122700
15/08/2017,160.660004,162.199997,160.139999,161.600006,156.291183,29465500
16/08/2017,161.940002,162.509995,160.149994,160.949997,155.662521,27671600
17/08/2017,160.520004,160.710007,157.839996,157.860001,152.674057,27940600
18/08/2017,157.860001,159.5,156.720001,157.5,152.325897,27428100
21/08/2017,157.5,157.889999,155.110001,157.210007,152.045425,26368500
22/08/2017,158.229996,160,158.020004,159.779999,154.530991,21604600
23/08/2017,159.070007,160.470001,158.880005,159.979996,154.724396,19399100
24/08/2017,160.429993,160.740005,158.550003,159.270004,154.037735,19818900
25/08/2017,159.649994,160.559998,159.270004,159.860001,154.608353,25480100
28/08/2017,160.139999,162,159.929993,161.470001,156.165451,25966000
29/08/2017,160.100006,163.119995,160,162.910004,157.558167,29516900
30/08/2017,163.800003,163.889999,162.610001,163.350006,157.983704,27269600
31/08/2017,163.639999,164.520004,163.479996,164,158.61235,26785100
01/09/2017,164.800003,164.940002,163.630005,164.050003,158.660706,16591100
05/09/2017,163.75,164.25,160.559998,162.080002,156.755432,29468500
06/09/2017,162.710007,162.990005,160.520004,161.910004,156.590988,21651700
07/09/2017,162.089996,162.240005,160.360001,161.259995,155.962341,21928500
08/09/2017,160.860001,161.149994,158.529999,158.630005,153.418777,28611500
11/09/2017,160.5,162.050003,159.889999,161.5,156.194489,31580800
12/09/2017,162.610001,163.960007,158.770004,160.860001,155.575516,71714000
13/09/2017,159.869995,159.960007,157.910004,159.649994,154.405258,44907400
14/09/2017,158.990005,159.399994,158.089996,158.279999,153.080246,23760700
15/09/2017,158.470001,160.970001,158,159.880005,154.627701,49114600
18/09/2017,160.110001,160.5,158,158.669998,153.457443,28269400
19/09/2017,159.509995,159.770004,158.440002,158.729996,153.515472,20810600
20/09/2017,157.899994,158.259995,153.830002,156.070007,150.942871,52951400
21/09/2017,155.800003,155.800003,152.75,153.389999,148.350891,37511700
22/09/2017,151.539993,152.270004,150.559998,151.889999,146.900177,46645400
25/09/2017,149.990005,151.830002,149.160004,150.550003,145.604202,44387300
26/09/2017,151.779999,153.919998,151.690002,153.139999,148.109116,36660000
27/09/2017,153.800003,154.720001,153.539993,154.229996,149.1633,25504200
28/09/2017,153.889999,154.279999,152.699997,153.279999,148.244507,22005500
29/09/2017,153.210007,154.130005,152,154.119995,149.0569,26299800
02/10/2017,154.259995,154.449997,152.720001,153.809998,148.757111,18698800
03/10/2017,154.009995,155.089996,153.910004,154.479996,149.405106,16230300
04/10/2017,153.630005,153.860001,152.460007,153.479996,148.437958,20163800
05/10/2017,154.179993,155.440002,154.050003,155.389999,150.285172,21283800
06/10/2017,154.970001,155.490005,154.559998,155.300003,150.198135,17407600
09/10/2017,155.809998,156.729996,155.490005,155.839996,150.720398,16262900
10/10/2017,156.059998,158,155.100006,155.899994,150.778427,15617000
11/10/2017,155.970001,156.979996,155.75,156.550003,151.407104,16905600
12/10/2017,156.350006,157.369995,155.729996,156,150.875168,16125100
13/10/2017,156.729996,157.279999,156.410004,156.990005,151.832642,16394200
16/10/2017,157.899994,160,157.649994,159.880005,154.627701,24121500
17/10/2017,159.779999,160.869995,159.229996,160.470001,155.198318,18997300
18/10/2017,160.419998,160.710007,159.600006,159.759995,154.511642,16374200
19/10/2017,156.75,157.080002,155.020004,155.979996,150.855804,42584200
20/10/2017,156.610001,157.75,155.960007,156.25,151.116959,23974100
23/10/2017,156.889999,157.690002,155.5,156.169998,151.039581,21984300
24/10/2017,156.289993,157.419998,156.199997,157.100006,151.939011,17757200
